total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,y,vector_feature,non_decimal_feature,sentence_feature
69209,491.99,A,PA,03-Jan-18,32:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":26,""open_cc"":12,""mort"":0}",0,"[4.45, 1.61, 2.68, 5.27, 9.38]",0x380,데이터 처리 성공
71078,261.54,B,CA,21-Feb-18,29:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":10,""total_cc"":16,""open_cc"":11,""mort"":2}",0,"[6.86, 5.92, 8.72, 6.23, 1.36]",0x267,시스템 업데이트 필요
64769,132.84,B,MI,27-Feb-18,38:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":6,""total_cc"":19,""open_cc"":9,""mort"":0}",0,"[7.12, 3.63, 4.72, 8.44, 8.71]",0b1011110,알 수 없는 오류 발생
30399,433.86,B,IN,11-Feb-18,14:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":7,""open_cc"":5,""mort"":2}",0,"[2.14, 5.45, 4.53, 8.77, 2.78]",0x170,데이터 처리 성공
31093,256.04,B,TN,01-Feb-18,58:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":14,""open_cc"":6,""mort"":1}",0,"[1.03, 3.11, 9.66, 2.13, 2.39]",0b1011100000,분석 보고서 생성됨
18176,451.66,A,TN,12-Apr-18,47:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":16,""open_cc"":6,""mort"":0}",0,"[4.94, 2.78, 7.02, 6.93, 7.65]",0x3be,센서 값 정상 범위
51129,166.05,B,KS,25-Jan-18,17:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":25,""open_cc"":17,""mort"":1}",0,"[0.36, 2.63, 3.41, 2.83, 7.46]",0b1101100110,사용자 로그인 기록
7134,97.47,A,TX,03-Mar-18,45:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":13,""open_cc"":11,""mort"":0}",0,"[7.28, 9.43, 9.11, 9.91, 0.67]",0x195,배터리 잔량 부족
66449,903.45,A,MA,07-Jan-18,46:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":0,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":6,""mort"":3}",0,"[5.41, 4.99, 7.77, 7.89, 1.53]",0b111101101,네트워크 연결 불안정
20558,583.89,C,TN,07-Jan-18,55:47.4,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":33,""open_cc"":21,""mort"":2}",0,"[7.7, 9.22, 9.06, 9.48, 3.82]",0x3a1,배터리 잔량 부족
23684,173.45,C,NY,25-Feb-18,14:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":6,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":3,""mort"":0}",0,"[3.79, 6.44, 4.99, 6.14, 3.86]",0b1000011011,사용자 로그인 기록
89347,373.63,D,FL,20-Apr-18,16:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":1,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":7,""open_cc"":5,""mort"":0}",0,"[8.43, 4.96, 7.04, 2.63, 6.02]",0b1010101010,배터리 잔량 부족
22845,153.75,A,NC,27-Jan-18,15:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":9,""open_cc"":2,""mort"":4}",0,"[9.84, 1.56, 8.61, 7.28, 6.9]",0b101101,정기 점검 완료
25689,450.97,C,FL,17-Feb-18,01:58.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":3,""mort"":0}",0,"[5.49, 8.93, 7.13, 2.24, 5.12]",0b1000010011,네트워크 연결 불안정
36950,424.26,B,DE,03-Jan-18,40:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":25,""open_cc"":16,""mort"":0}",0,"[7.41, 3.16, 6.52, 1.34, 5.96]",0b1100110000,알 수 없는 오류 발생
25778,325.39,B,MI,23-Mar-18,40:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":2,""open_cc"":1,""mort"":1}",0,"[0.7, 9.1, 6.75, 8.66, 7.69]",0x54,사용자 로그인 기록
9635,177.29,B,IL,07-Mar-18,24:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":5,""open_cc"":5,""mort"":0}",0,"[1.18, 6.44, 2.92, 2.23, 3.47]",0x29f,시스템 업데이트 필요
26298,221.4,A,CA,11-Jan-18,49:43.3,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":4,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":12,""open_cc"":6,""mort"":3}",0,"[5.69, 6.34, 5.9, 5.67, 7.45]",0b1001110100,시스템 업데이트 필요
38862,363.79,D,NY,25-Mar-18,38:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":11,""open_cc"":8,""mort"":0}",0,"[7.96, 3.26, 1.94, 7.67, 2.0]",0xb5,분석 보고서 생성됨
21211,455.98,E,MA,12-Apr-18,29:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":14,""open_cc"":10,""mort"":1}",0,"[6.41, 8.37, 8.28, 0.42, 2.56]",0b10010010,센서 값 정상 범위
24400,217.1,D,LA,23-Jan-18,09:23.4,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":10,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":17,""open_cc"":14,""mort"":4}",0,"[5.6, 3.47, 6.68, 5.56, 8.41]",0x1c4,알 수 없는 오류 발생
17389,657.8,A,KY,15-Feb-18,35:55.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":0,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":3,""mort"":1}",0,"[9.91, 6.4, 3.61, 5.25, 0.28]",0x137,분석 보고서 생성됨
13761,233.1,C,NV,20-Apr-18,20:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":18,""open_cc"":13,""mort"":3}",0,"[4.85, 6.92, 5.76, 3.73, 7.42]",0b110110110,사용자 로그인 기록
37009,139.65,A,MD,27-Mar-18,01:58.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":3,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":6,""mort"":4}",0,"[6.48, 4.01, 1.55, 6.23, 6.16]",0x139,네트워크 연결 불안정
16773,225.54,C,CA,03-Mar-18,37:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":6,""open_cc"":3,""mort"":0}",0,"[2.32, 6.81, 1.7, 4.99, 3.28]",0x14e,알 수 없는 오류 발생
34655,270.73,B,CA,21-Mar-18,15:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":3,""mort"":0}",0,"[9.99, 0.24, 4.22, 1.22, 1.66]",0b1101010,네트워크 연결 불안정
91275,1070.93,D,MA,15-Feb-18,02:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":16,""open_cc"":14,""mort"":0}",0,"[2.67, 7.38, 8.01, 2.91, 6.64]",0b11001110,분석 보고서 생성됨
21629,153.73,A,CA,08-Apr-18,03:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":2,""mort"":0}",0,"[9.31, 0.77, 8.9, 3.46, 1.8]",0b1101111110,시스템 업데이트 필요
29503,496.6,A,RI,31-Jan-18,31:58.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":10,""mort"":2}",0,"[8.68, 1.03, 0.52, 5.18, 9.73]",0x340,정기 점검 완료
129226,763.66,B,OR,09-Mar-18,01:58.2,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":4,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":15,""open_cc"":12,""mort"":6}",0,"[7.87, 2.39, 0.95, 6.77, 5.52]",0x358,네트워크 연결 불안정
11024,372.4,A,GA,03-Mar-18,30:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":10,""open_cc"":9,""mort"":2}",0,"[4.28, 2.75, 0.65, 3.63, 8.1]",0xb,데이터 처리 성공
113363,851.32,C,CA,09-Mar-18,29:43.3,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":2,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":17,""open_cc"":13,""mort"":3}",0,"[5.7, 6.94, 0.73, 8.38, 0.34]",0x9f,사용자 로그인 기록
71644,465.57,A,MD,25-Jan-18,35:55.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":30,""open_cc"":18,""mort"":5}",0,"[5.85, 2.35, 6.02, 4.81, 5.46]",0b11110,배터리 잔량 부족
60528,441.55,B,CA,07-Mar-18,40:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":17,""open_cc"":12,""mort"":0}",0,"[1.97, 2.47, 1.83, 5.64, 5.88]",0b11111110,센서 값 정상 범위
20712,295.15,A,NY,01-Mar-18,36:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":9,""open_cc"":9,""mort"":1}",0,"[8.55, 2.58, 8.88, 8.81, 7.93]",0xca,분석 보고서 생성됨
102325,520.75,B,OH,18-Feb-18,29:43.3,"{""current_delinq"":0,""current_installment"":18,""opened_24m"":9,""satisfactory"":24,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":5,""mort"":3}",0,"[0.28, 9.23, 7.2, 8.26, 1.64]",0b10110110,사용자 로그인 기록
7512,222.35,B,KY,08-Apr-18,25:52.8,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":12,""open_cc"":8,""mort"":2}",0,"[7.33, 7.26, 0.14, 9.83, 0.97]",0b111011110,모터 온도 상승 경고
20739,916.78,D,MT,05-Mar-18,39:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":1,""mort"":0}",0,"[2.58, 5.92, 2.96, 9.02, 9.59]",0x2e7,분석 보고서 생성됨
29333,351.67,C,OR,17-Feb-18,05:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":8,""open_cc"":7,""mort"":0}",0,"[0.96, 7.14, 6.23, 8.66, 5.88]",0x328,정기 점검 완료
3823,177.27,B,NY,21-Mar-18,45:52.8,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":12,""open_cc"":9,""mort"":2}",0,"[5.87, 2.31, 4.14, 3.65, 7.13]",0b1110100001,분석 보고서 생성됨
21944,232.75,A,TX,12-Apr-18,05:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":19,""open_cc"":8,""mort"":5}",0,"[0.11, 6.59, 8.66, 8.09, 9.17]",0b100110110,모터 온도 상승 경고
183699,858.18,B,MN,14-Feb-18,47:22.1,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":6,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":22,""open_cc"":10,""mort"":3}",0,"[2.81, 8.21, 6.99, 1.69, 0.15]",0x124,정기 점검 완료
18484,575.79,D,TX,27-Mar-18,55:47.4,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":7,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":5,""mort"":5}",0,"[3.28, 6.32, 6.89, 0.13, 5.38]",0b1000010010,네트워크 연결 불안정
42778,213.21,A,NC,01-Feb-18,41:58.2,"{""current_delinq"":0,""current_installment"":15,""opened_24m"":4,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":3,""mort"":0}",0,"[0.72, 1.05, 2.0, 6.01, 0.64]",0b1111010001,데이터 처리 성공
25389,515.68,B,MI,14-Apr-18,43:08.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":3,""mort"":1}",0,"[8.02, 8.82, 1.7, 9.58, 2.07]",0x2e0,네트워크 연결 불안정
33589,564.14,B,MI,01-Feb-18,32:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":0,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":6,""open_cc"":1,""mort"":2}",0,"[8.83, 8.48, 1.26, 4.03, 1.5]",0b1010100101,분석 보고서 생성됨
37549,1094.93,C,CA,07-Mar-18,24:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":20,""open_cc"":17,""mort"":0}",0,"[1.25, 6.81, 7.4, 2.9, 6.15]",0x26d,사용자 로그인 기록
40603,230.59,A,IN,15-Mar-18,16:38.2,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":3,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":15,""open_cc"":9,""mort"":0}",0,"[2.37, 1.6, 7.04, 5.36, 4.43]",0x9e,센서 값 정상 범위
36799,148.98,A,AZ,25-Mar-18,19:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":16,""open_cc"":14,""mort"":2}",0,"[9.76, 6.16, 2.86, 8.89, 6.07]",0x271,시스템 업데이트 필요
2672,254.27,D,GA,06-Feb-18,54:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":3,""mort"":0}",0,"[6.6, 3.86, 6.05, 4.28, 6.86]",0b1101000101,정기 점검 완료
78421,135.9,C,TN,13-Mar-18,09:23.4,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":12,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":17,""open_cc"":12,""mort"":8}",0,"[4.47, 4.42, 9.87, 3.23, 1.99]",0b11010100,시스템 업데이트 필요
44844,250.59,A,IL,21-Mar-18,50:11.2,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":1,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":7,""mort"":1}",0,"[9.82, 7.71, 4.56, 7.67, 7.76]",0x3d2,센서 값 정상 범위
32704,203.85,C,OK,03-Mar-18,05:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":12,""open_cc"":10,""mort"":1}",0,"[2.54, 1.21, 1.1, 1.08, 3.68]",0b11001111,시스템 업데이트 필요
25128,444.79,B,NV,07-Mar-18,18:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":4,""mort"":0}",0,"[3.18, 1.83, 6.16, 2.0, 0.89]",0b1100000110,네트워크 연결 불안정
13497,250.59,A,OH,27-Jan-18,01:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":8,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":16,""open_cc"":13,""mort"":0}",0,"[8.41, 5.99, 1.38, 7.02, 3.38]",0xfa,모터 온도 상승 경고
98700,761.35,A,TX,05-Mar-18,08:01.9,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":5,""mort"":2}",0,"[6.6, 7.05, 8.82, 4.27, 0.67]",0x2ee,정기 점검 완료
11308,966.89,B,MA,06-Apr-18,46:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":17,""open_cc"":9,""mort"":3}",0,"[9.45, 4.32, 9.32, 5.51, 8.35]",0b10110,시스템 업데이트 필요
46035,150.56,A,NJ,20-Apr-18,48:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":9,""open_cc"":4,""mort"":1}",0,"[6.58, 7.9, 9.28, 8.62, 8.87]",0b111001011,센서 값 정상 범위
43311,520.35,C,NY,17-Jan-18,24:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":10,""open_cc"":9,""mort"":0}",0,"[8.9, 1.99, 3.63, 8.92, 4.9]",0x3b2,네트워크 연결 불안정
17408,798.49,A,DC,09-Mar-18,36:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":4,""mort"":7}",0,"[9.68, 4.52, 6.85, 9.41, 4.04]",0x327,배터리 잔량 부족
108215,636.38,B,AZ,21-Mar-18,16:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":12,""satisfactory"":24,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":22,""open_cc"":20,""mort"":4}",0,"[7.92, 9.04, 4.11, 5.24, 4.05]",0b1010110110,분석 보고서 생성됨
31052,596.68,E,CA,13-Feb-18,57:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":17,""open_cc"":10,""mort"":2}",0,"[7.3, 2.44, 1.21, 4.37, 1.4]",0b100100101,알 수 없는 오류 발생
18496,465.5,A,MN,08-Apr-18,25:52.8,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":7,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":4,""mort"":0}",0,"[3.15, 1.08, 9.15, 4.88, 0.54]",0x1c2,배터리 잔량 부족
24293,602.21,A,AZ,06-Apr-18,07:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":15,""open_cc"":14,""mort"":0}",0,"[2.58, 6.84, 1.55, 5.54, 3.19]",0b1000110001,데이터 처리 성공
30841,285.74,C,IL,20-Apr-18,11:58.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":6,""mort"":0}",0,"[4.27, 8.31, 2.46, 2.06, 8.09]",0x2d0,네트워크 연결 불안정
99309,608.01,B,FL,07-Mar-18,21:58.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":6,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":21,""open_cc"":7,""mort"":7}",0,"[8.81, 8.01, 4.53, 4.03, 2.87]",0x3ba,사용자 로그인 기록
41080,240.89,A,AL,05-Mar-18,35:55.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":1,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":3,""mort"":4}",0,"[4.81, 8.46, 3.96, 8.27, 9.15]",0b1010100000,센서 값 정상 범위
33962,211.0,B,NY,21-Mar-18,47:22.1,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":5,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":6,""mort"":0}",0,"[0.6, 1.18, 2.23, 7.55, 9.8]",0b1001110101,분석 보고서 생성됨
59702,1085.48,D,NY,07-Jan-18,24:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":17,""open_cc"":12,""mort"":1}",0,"[1.51, 2.3, 8.24, 1.95, 4.05]",0x2d2,모터 온도 상승 경고
38494,171.09,C,MO,21-Mar-18,53:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":5,""mort"":0}",0,"[6.82, 6.34, 8.27, 1.42, 9.35]",0b100010000,시스템 업데이트 필요
11072,389.53,B,CA,27-Mar-18,13:21.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":7,""open_cc"":6,""mort"":1}",0,"[3.77, 5.15, 5.15, 0.47, 6.05]",0b1111011010,데이터 처리 성공
20528,41.63,C,OH,05-Mar-18,14:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":8,""mort"":0}",0,"[6.65, 8.6, 6.46, 9.26, 0.71]",0x93,센서 값 정상 범위
137528,1142.49,A,NC,20-Feb-18,07:22.1,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":3,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":10,""open_cc"":9,""mort"":2}",1,"[5.54, 6.26, 6.88, 3.48, 2.52]",0x213,알 수 없는 오류 발생
57676,596.57,E,MA,17-Mar-18,49:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":3,""mort"":0}",0,"[2.06, 0.22, 4.79, 4.0, 6.54]",0b1101101011,데이터 처리 성공
171480,922.25,C,GA,01-Mar-18,55:47.4,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":2,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":15,""open_cc"":11,""mort"":3}",0,"[5.27, 8.55, 9.38, 9.89, 6.85]",0x106,모터 온도 상승 경고
62889,495.61,D,IL,19-Mar-18,19:43.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":22,""open_cc"":17,""mort"":3}",0,"[1.71, 9.28, 4.5, 1.14, 5.51]",0x3b3,모터 온도 상승 경고
26285,123.0,A,TN,14-Feb-18,49:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":8,""mort"":5}",0,"[1.4, 2.08, 3.28, 4.84, 0.03]",0b1000101111,분석 보고서 생성됨
109696,641.08,D,WA,11-Mar-18,20:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":9,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":7,""open_cc"":6,""mort"":1}",0,"[0.19, 5.82, 6.87, 1.9, 7.86]",0b1011010100,알 수 없는 오류 발생
60378,1172.73,C,CA,09-Mar-18,01:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":9,""open_cc"":4,""mort"":6}",0,"[9.25, 4.01, 1.38, 0.66, 6.12]",0x4d,분석 보고서 생성됨
3277,322.3,B,TX,29-Mar-18,25:52.8,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":7,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":15,""open_cc"":11,""mort"":0}",0,"[7.58, 6.67, 3.89, 9.14, 6.68]",0xe1,알 수 없는 오류 발생
40778,499.06,A,TX,15-Feb-18,07:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":5,""mort"":0}",0,"[5.6, 9.33, 6.99, 7.71, 8.03]",0b1101100001,정기 점검 완료
