total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,y
116552,1230.67,C,CA,06-Apr-18,14:40:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":26,""open_cc"":19,""mort"":0}",0
96587,332.1,B,GA,25-Jan-18,16:21:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":4,""mort"":2}",0
39297,839.16,C,KS,07-Jan-18,11:52:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":7,""mort"":6}",0
49966,182.73,A,IN,20-Apr-18,13:28:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":37,""open_cc"":16,""mort"":2}",0
16837,60.92,A,CA,23-Jan-18,11:00:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":18,""open_cc"":6,""mort"":4}",0
137987,1074.03,E,FL,23-Jan-18,14:25:52.8,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":16,""satisfactory"":24,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":30,""open_cc"":19,""mort"":0}",0
6214,243.46,B,NJ,10-Apr-18,11:28:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":9,""mort"":1}",0
72561,656.39,D,NY,13-Feb-18,11:15:52.8,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":10,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":5,""mort"":3}",0
27809,496.6,A,CT,03-Mar-18,17:53:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":5,""mort"":0}",0
9420,1120.88,D,MO,13-Mar-18,16:41:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":2,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":2,""mort"":0}",0
39756,112.75,A,NM,23-Mar-18,11:02:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":9,""mort"":1}",0
68709,109.65,A,NC,09-Jan-18,15:13:21.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":20,""open_cc"":8,""mort"":1}",0
49303,922.05,C,GA,21-Mar-18,15:36:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":12,""open_cc"":7,""mort"":0}",0
202563,465.5,A,FL,04-Apr-18,11:01:58.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":23,""satisfactory"":29,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":13,""total_cc"":30,""open_cc"":25,""mort"":2}",0
143564,1229.97,A,WA,23-Jan-18,16:48:01.9,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":6,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":26,""open_cc"":17,""mort"":3}",0
36741,821.2,C,IN,11-Jan-18,15:20:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":12,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":29,""open_cc"":15,""mort"":1}",0
13661,349.65,C,VA,27-Jan-18,11:35:55.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":5,""mort"":1}",0
30915,320.05,B,MI,10-Feb-18,16:12:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":9,""open_cc"":5,""mort"":2}",0
36225,773.26,E,CA,16-Feb-18,11:42:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":14,""open_cc"":9,""mort"":0}",0
33608,508.69,D,OH,09-Jan-18,15:15:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":9,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":16,""open_cc"":14,""mort"":0}",0
91933,956,E,IN,23-Mar-18,15:49:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":9,""open_cc"":7,""mort"":4}",0
19712,80.59,B,AZ,29-Jan-18,10:49:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":15,""open_cc"":10,""mort"":3}",0
28810,194.79,B,FL,04-Feb-18,15:04:08.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":6,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":5,""mort"":0}",0
27470,256.04,B,CA,04-Feb-18,14:31:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":3,""mort"":0}",0
59584,208.14,C,MD,08-Feb-18,16:33:13.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":5,""mort"":0}",0
34135,166.03,B,GA,02-Apr-18,14:10:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":7,""mort"":0}",0
173731,192.03,B,OH,27-Jan-18,10:17:22.1,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":9,""mort"":2}",0
14338,254.65,D,NY,27-Mar-18,10:39:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":9,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":36,""open_cc"":19,""mort"":1}",0
54216,391.54,E,MI,03-Jan-18,13:05:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":9,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":6,""mort"":2}",0
5848,152.3,A,NV,23-Jan-18,10:31:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":7,""open_cc"":6,""mort"":0}",0
55594,278.73,A,NC,07-Mar-18,17:33:13.3,"{""current_delinq"":0,""current_installment"":13,""opened_24m"":9,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":15,""open_cc"":6,""mort"":0}",0
195516,829.87,E,WA,03-Mar-18,16:46:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":17,""open_cc"":12,""mort"":3}",0
21319,274.13,A,FL,01-Feb-18,17:50:11.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":8,""mort"":3}",0
35718,194.94,A,CA,20-Feb-18,17:02:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":13,""open_cc"":9,""mort"":0}",0
36538,310.33,A,TX,31-Mar-18,15:27:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":18,""open_cc"":7,""mort"":4}",0
37919,169.9,C,CA,25-Feb-18,14:29:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":24,""open_cc"":4,""mort"":0}",0
33308,775.94,A,SC,23-Feb-18,10:04:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":9,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":12,""total_cc"":28,""open_cc"":16,""mort"":6}",0
22891,293.27,C,NC,19-Mar-18,15:42:42.6,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":2,""mort"":0}",0
23133,356.98,D,TX,18-Feb-18,10:55:47.4,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":12,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":13,""open_cc"":10,""mort"":1}",0
44882,564.89,D,AZ,13-Jan-18,16:30:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":7,""mort"":0}",0
60360,466.1,C,OR,19-Mar-18,15:29:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":15,""open_cc"":10,""mort"":1}",0
47827,640.01,B,OH,13-Mar-18,14:47:22.1,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":3,""mort"":0}",0
66414,80.42,C,TX,10-Apr-18,16:17:22.1,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":19,""open_cc"":13,""mort"":2}",0
174284,91.38,A,PA,11-Jan-18,15:09:23.4,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":6,""satisfactory"":33,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":13,""total_cc"":48,""open_cc"":26,""mort"":1}",0
40633,178.49,D,FL,11-Feb-18,15:51:58.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":9,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":14,""open_cc"":12,""mort"":0}",0
24006,392.3,B,MN,06-Apr-18,10:24:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":6,""open_cc"":5,""mort"":1}",0
27985,322.87,A,NE,22-Feb-18,10:56:38.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":2,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":6,""mort"":1}",0
24448,291.95,C,KY,05-Feb-18,13:36:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":11,""open_cc"":8,""mort"":4}",0
189942,559.44,C,AR,15-Feb-18,15:48:01.9,"{""current_delinq"":0,""current_installment"":10,""opened_24m"":6,""satisfactory"":28,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":20,""open_cc"":18,""mort"":0}",0
33020,173.79,A,NY,12-Apr-18,14:49:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":6,""mort"":1}",0
25993,342.17,C,DC,17-Jan-18,16:09:23.4,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":3,""open_cc"":3,""mort"":0}",0
18909,643.63,B,NJ,21-Mar-18,16:42:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":6,""open_cc"":3,""mort"":0}",0
1710,465.57,A,AZ,03-Feb-18,15:08:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":2,""mort"":1}",0
6702,256.04,B,OH,17-Jan-18,17:16:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":5,""open_cc"":2,""mort"":2}",0
59622,557.46,D,FL,23-Mar-18,16:14:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":8,""open_cc"":8,""mort"":1}",0
90481,673.76,C,TX,02-Apr-18,10:40:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":9,""open_cc"":7,""mort"":0}",0
86205,303.26,D,LA,25-Mar-18,11:08:01.9,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":7,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":5,""mort"":0}",0
25131,190.46,B,NH,03-Feb-18,14:45:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":16,""open_cc"":7,""mort"":0}",0
26443,486.91,B,OR,17-Mar-18,17:39:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":5,""mort"":0}",0
162591,676.78,C,VA,02-Feb-18,14:52:42.6,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":17,""open_cc"":14,""mort"":1}",0
14606,320.05,B,MO,19-Feb-18,15:02:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":4,""mort"":1}",0
2258,64.46,B,AL,02-Apr-18,16:55:47.4,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":9,""mort"":0}",0
39949,800.13,B,CA,17-Feb-18,11:39:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":16,""open_cc"":10,""mort"":0}",0
12388,489.3,C,NY,07-Jan-18,11:52:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":9,""open_cc"":8,""mort"":0}",0
29489,416.28,C,WI,11-Jan-18,14:54:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":10,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":16,""open_cc"":8,""mort"":0}",0
22277,73.74,D,WA,25-Feb-18,14:15:52.8,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":21,""open_cc"":10,""mort"":0}",0
98658,1046.13,B,OH,03-Mar-18,16:30:27.5,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":9,""open_cc"":7,""mort"":1}",0
26255,263.47,A,NJ,31-Jan-18,11:05:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":15,""open_cc"":12,""mort"":0}",0
26375,785.35,D,FL,01-Jan-18,16:51:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":18,""open_cc"":15,""mort"":1}",0
90822,1152.18,B,NJ,07-Mar-18,14:37:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":5,""mort"":1}",0
37009,778.35,C,AL,11-Mar-18,14:54:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":16,""open_cc"":12,""mort"":4}",0
11122,274.09,A,NC,06-Apr-18,14:28:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":33,""open_cc"":21,""mort"":1}",0
8322,461.13,C,CO,03-Feb-18,15:25:52.8,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":24,""open_cc"":8,""mort"":1}",0
40850,298.34,E,TX,19-Jan-18,16:24:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":3,""mort"":0}",0
6167,209.68,B,NY,13-Mar-18,17:22:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":17,""open_cc"":15,""mort"":0}",0
47102,596.57,E,NC,04-Apr-18,13:23:13.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":3,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":18,""open_cc"":16,""mort"":0}",0
9099,143.16,A,FL,07-Feb-18,14:40:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":6,""mort"":1}",0
5421,737.71,B,NV,12-Feb-18,14:08:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":15,""open_cc"":11,""mort"":6}",0
160925,931.13,A,AK,05-Jan-18,10:03:13.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":18,""open_cc"":10,""mort"":3}",0
4561,233.05,C,NJ,06-Apr-18,15:30:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":2,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":10,""open_cc"":1,""mort"":1}",0
63852,861.29,D,TX,23-Mar-18,15:34:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":0}",0
36517,92.91,D,NC,21-Jan-18,14:35:55.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":20,""open_cc"":9,""mort"":0}",0
25114,254.5,B,NV,31-Mar-18,14:41:58.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":5,""open_cc"":3,""mort"":0}",0
65650,294.33,A,NY,16-Apr-18,14:48:01.9,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":22,""open_cc"":5,""mort"":6}",0
115437,277.48,C,TX,29-Mar-18,11:26:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":8,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":5,""mort"":1}",0
23076,285.53,D,CA,08-Feb-18,14:52:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":30,""open_cc"":18,""mort"":1}",0
102351,498.02,D,TX,07-Mar-18,11:39:43.3,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":6,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":4,""mort"":1}",0
44209,451.19,C,NJ,29-Jan-18,17:17:22.1,"{""current_delinq"":0,""current_installment"":11,""opened_24m"":2,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":9,""mort"":0}",0
86734,656.88,C,NC,25-Mar-18,14:51:58.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":2,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":6,""mort"":0}",0
20672,64.93,B,IN,22-Apr-18,11:20:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":6,""open_cc"":5,""mort"":1}",0
18847,96.02,B,WA,04-Feb-18,15:40:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":10,""open_cc"":7,""mort"":0}",0
34201,679.58,C,CA,07-Mar-18,15:53:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":5,""mort"":0}",0
28263,178.54,B,PA,15-Mar-18,10:52:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":5,""open_cc"":5,""mort"":0}",0
33025,418.3,A,IL,14-Apr-18,11:07:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":10,""open_cc"":4,""mort"":1}",0
21747,263.11,A,AL,18-Feb-18,13:03:13.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":22,""open_cc"":10,""mort"":2}",0
50267,169.13,A,ME,21-Jan-18,16:04:08.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":14,""open_cc"":6,""mort"":1}",0
30147,684.33,C,IL,03-Jan-18,11:03:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":7,""open_cc"":6,""mort"":0}",0
54128,509.69,C,TX,25-Jan-18,15:33:13.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":13,""open_cc"":11,""mort"":0}",0
116934,1046.28,B,FL,29-Jan-18,10:52:42.6,"{""current_delinq"":0,""current_installment"":19,""opened_24m"":3,""satisfactory"":28,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":18,""open_cc"":9,""mort"":0}",0
176525,274.61,B,GA,31-Mar-18,11:41:58.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":10,""satisfactory"":17,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":5,""total_cc"":20,""open_cc"":10,""mort"":2}",0
20161,342.17,C,AZ,13-Mar-18,16:03:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":10,""open_cc"":5,""mort"":0}",0
83358,821.03,C,NJ,21-Feb-18,10:21:58.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":1,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":9,""open_cc"":6,""mort"":2}",0
16448,222.99,D,FL,19-Feb-18,14:05:52.8,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":4,""mort"":0}",0
36227,548.25,A,MN,14-Feb-18,14:02:42.6,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":2,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":19,""open_cc"":8,""mort"":3}",0
5698,62.44,A,OH,08-Feb-18,11:43:08.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":14,""open_cc"":4,""mort"":3}",0
21494,678.81,B,WI,23-Mar-18,11:47:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":7,""open_cc"":6,""mort"":0}",0
19677,115.22,B,MO,09-Jan-18,14:17:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":6,""mort"":2}",0
130818,626.36,A,OH,02-Apr-18,15:41:58.2,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":4,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":21,""open_cc"":10,""mort"":5}",0
43865,161.18,B,IL,15-Jan-18,10:41:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":23,""open_cc"":9,""mort"":1}",0
