total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,vector_feature,non_decimal_feature,sentence_feature,y
107037,407.2,A,KS,15-Jan-18,00:27.5,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":2,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":12,""open_cc"":8,""mort"":3}","[3.38, 3.22, 7.98, 8.75, 5.2]",0b1011001010,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
104039,887.24,D,PA,02-Apr-18,28:01.9,"{""current_delinq"":0,""current_installment"":11,""opened_24m"":7,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":16,""open_cc"":9,""mort"":3}","[2.98, 8.45, 5.31, 2.88, 7.32]",0x9a,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
66627,342.17,C,CT,07-Feb-18,35:55.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":5,""mort"":2}","[0.92, 0.02, 7.98, 7.66, 9.29]",0b111011110,?•ê¸° ?ê? ?„ë£Œ,0
63522,553.35,C,IN,01-Jan-18,22:42.6,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":1,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":10,""total_cc"":18,""open_cc"":14,""mort"":0}","[3.14, 2.25, 1.19, 5.67, 9.94]",0x26,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
171913,545.68,D,VA,15-Mar-18,41:58.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":19,""open_cc"":12,""mort"":0}","[2.28, 1.41, 8.27, 8.59, 8.6]",0x2ac,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
20219,421.95,C,CA,16-Apr-18,51:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":15,""open_cc"":11,""mort"":1}","[1.8, 4.0, 6.21, 8.26, 3.19]",0x2f2,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
28252,387.26,C,AL,20-Apr-18,27:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":12,""open_cc"":5,""mort"":3}","[1.95, 4.38, 8.01, 8.49, 0.86]",0b1011101010,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
18309,163.1,C,NJ,29-Jan-18,51:58.2,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":3,""mort"":0}","[4.43, 7.55, 9.48, 7.94, 1.34]",0x342,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
34085,483.52,B,AZ,05-Jan-18,13:21.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":15,""open_cc"":7,""mort"":1}","[0.06, 2.36, 9.58, 8.79, 6.05]",0b1100100000,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
71435,563.98,C,OH,11-Feb-18,08:01.9,"{""current_delinq"":0,""current_installment"":14,""opened_24m"":4,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":23,""open_cc"":11,""mort"":0}","[2.3, 4.16, 7.52, 5.79, 1.62]",0x31a,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
30063,787.58,F,HI,05-Jan-18,20:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":5,""mort"":2}","[1.19, 1.98, 0.4, 8.74, 1.92]",0b1010111010,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??1,
26536,672.93,E,TX,22-Apr-18,02:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":10,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":18,""open_cc"":15,""mort"":2}","[7.58, 9.17, 7.48, 5.03, 9.19]",0x152,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
19811,644.69,B,TX,22-Feb-18,54:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":2,""open_cc"":1,""mort"":0}","[8.75, 9.41, 7.35, 8.11, 2.69]",0b1011110101,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
8717,169.9,C,MD,31-Jan-18,01:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":2,""mort"":3}","[1.23, 6.08, 0.2, 1.58, 8.2]",0x10b,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
33039,527.51,C,CA,14-Feb-18,50:11.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":8,""satisfactory"":28,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":31,""open_cc"":27,""mort"":0}","[3.69, 5.9, 9.7, 4.13, 4.37]",0x2c1,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
169085,1218.33,A,NY,25-Jan-18,11:58.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":11,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":23,""open_cc"":15,""mort"":0}","[7.04, 4.9, 0.51, 3.82, 4.89]",0b1010010101,?•ê¸° ?ê? ?„ë£Œ,0
11870,693.8,C,NY,25-Mar-18,44:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":10,""satisfactory"":25,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":32,""open_cc"":25,""mort"":0}","[1.77, 9.54, 9.72, 1.2, 0.3]",0x94,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
88195,486.41,B,CA,07-Mar-18,05:52.8,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":10,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":6,""total_cc"":9,""open_cc"":7,""mort"":0}","[6.33, 4.15, 0.21, 1.05, 8.47]",0b111101,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
74039,848.51,B,CT,29-Jan-18,41:58.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":14,""open_cc"":5,""mort"":2}","[9.32, 8.14, 1.87, 5.49, 1.43]",0x8f,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
19417,159.41,B,CT,07-Jan-18,40:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":17,""open_cc"":6,""mort"":0}","[0.15, 7.62, 4.72, 0.97, 1.53]",0x200,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
24869,241.76,B,NC,19-Jan-18,49:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":15,""open_cc"":2,""mort"":1}","[4.63, 8.37, 3.78, 2.15, 7.13]",0x23d,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
25088,631.51,C,CA,13-Mar-18,38:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":5,""mort"":0}","[5.75, 6.46, 8.56, 5.2, 4.7]",0b1101111110,ë¶„ì„ ë³´ê³ ???ì„±??0,
34152,349.54,D,GA,11-Jan-18,56:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":14,""open_cc"":11,""mort"":2}","[2.58, 0.95, 6.13, 9.19, 3.99]",0b1100111100,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
54182,260.68,A,CA,21-Mar-18,30:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":15,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":24,""open_cc"":11,""mort"":2}","[0.07, 1.68, 6.06, 9.15, 2.82]",0x37,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
129827,1189.26,C,CA,05-Feb-18,32:42.6,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":6,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":19,""open_cc"":11,""mort"":0}","[9.27, 4.69, 5.96, 4.06, 5.19]",0b110110110,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
43987,806.79,C,SD,12-Apr-18,41:58.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":4,""open_cc"":3,""mort"":3}","[4.33, 8.77, 5.7, 7.97, 4.65]",0b1011101101,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
11996,563.21,B,CA,27-Mar-18,07:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":6,""mort"":0}","[4.42, 2.02, 9.23, 3.94, 1.02]",0x175,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
107503,457.67,D,CO,23-Mar-18,39:43.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":6,""mort"":3}","[5.82, 3.66, 6.38, 2.7, 7.31]",0b10110101,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
17268,58.44,B,CA,11-Jan-18,05:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":10,""open_cc"":8,""mort"":0}","[1.22, 8.93, 5.32, 9.54, 7.97]",0b10011111,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
32098,335.12,C,AZ,03-Mar-18,25:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":20,""open_cc"":11,""mort"":0}","[4.87, 1.14, 2.43, 6.81, 6.09]",0b1101110011,ë¶„ì„ ë³´ê³ ???ì„±??0,
19902,153.73,A,NY,17-Mar-18,40:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":7,""open_cc"":7,""mort"":0}","[3.07, 6.59, 7.19, 9.87, 9.94]",0b110101110,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
88356,313.18,A,AZ,03-Mar-18,36:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":8,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":25,""open_cc"":13,""mort"":4}","[0.04, 5.86, 8.89, 8.64, 8.26]",0b11011000,ë¶„ì„ ë³´ê³ ???ì„±??0,
19507,186.2,A,NC,25-Mar-18,16:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":8,""mort"":2}","[9.32, 0.94, 1.55, 8.52, 0.96]",0xba,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
116962,691.54,C,IL,25-Mar-18,31:58.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":5,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":16,""open_cc"":11,""mort"":0}","[4.1, 0.29, 0.88, 6.44, 4.14]",0b1011011010,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
6698,686.52,B,CA,23-Mar-18,53:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":13,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":28,""open_cc"":22,""mort"":0}","[8.62, 0.3, 7.28, 7.75, 2.86]",0b1010010101,ë¶„ì„ ë³´ê³ ???ì„±??0,
42717,294.23,B,NY,19-Mar-18,02:42.6,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":3,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":5,""open_cc"":5,""mort"":0}","[3.31, 7.04, 3.53, 1.85, 5.55]",0b1000101110,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
56931,304.59,A,KY,16-Feb-18,08:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":12,""open_cc"":7,""mort"":2}","[7.25, 3.25, 4.04, 8.16, 9.82]",0b1011,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
129595,451.73,A,NJ,11-Jan-18,32:42.6,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":2,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":19,""open_cc"":8,""mort"":2}","[4.31, 3.9, 9.09, 9.9, 9.65]",0b101001110,?•ê¸° ?ê? ?„ë£Œ,0
1965,76.88,A,TX,23-Jan-18,37:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":3,""mort"":0}","[9.51, 4.7, 6.58, 7.08, 8.81]",0b11000011,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
66993,587.24,B,MI,10-Feb-18,42:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":12,""open_cc"":4,""mort"":3}","[9.86, 0.29, 3.67, 7.14, 4.77]",0x30d,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
27517,205.3,C,CO,17-Feb-18,22:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":4,""mort"":3}","[9.93, 8.02, 5.59, 4.52, 3.23]",0b101111,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
65094,298.89,B,MO,07-Jan-18,18:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":7,""open_cc"":7,""mort"":1}","[1.04, 5.92, 9.06, 0.65, 7.01]",0b1110011100,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
26680,1184.19,B,MI,20-Feb-18,27:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":14,""open_cc"":11,""mort"":1}","[2.62, 7.91, 0.01, 1.28, 9.14]",0b1011110010,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
9740,215.33,D,FL,22-Apr-18,31:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":4,""mort"":1}","[9.22, 5.43, 8.96, 8.27, 2.06]",0b100100100,?•ê¸° ?ê? ?„ë£Œ,0
37990,535.47,D,CA,01-Mar-18,16:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":10,""open_cc"":6,""mort"":0}","[2.83, 0.56, 5.52, 5.26, 7.22]",0x26f,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
37240,205.3,C,IL,08-Feb-18,13:21.5,"{""current_delinq"":0,""current_installment"":10,""opened_24m"":5,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":6,""mort"":0}","[8.73, 4.45, 1.72, 4.69, 4.06]",0b10010001,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
11808,174.62,D,CA,29-Mar-18,39:43.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":4,""mort"":0}","[0.37, 4.95, 5.0, 9.77, 2.34]",0b1010111001,?•ê¸° ?ê? ?„ë£Œ,0
46320,1087.17,C,IL,11-Feb-18,39:43.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":10,""total_cc"":16,""open_cc"":11,""mort"":4}","[8.11, 8.95, 9.74, 8.91, 1.83]",0x2d0,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
108369,495.07,D,CA,23-Feb-18,10:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":21,""open_cc"":11,""mort"":1}","[3.96, 1.02, 8.0, 8.7, 5.19]",0b101111011,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
25963,316.21,A,FL,23-Jan-18,01:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":19,""open_cc"":7,""mort"":2}","[7.46, 6.09, 8.75, 8.08, 0.46]",0b11111111,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
17907,318.12,B,MI,06-Apr-18,51:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":12,""open_cc"":11,""mort"":0}","[3.79, 6.43, 9.69, 5.16, 5.73]",0xb4,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
10082,451.19,C,NJ,22-Feb-18,10:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":22,""open_cc"":13,""mort"":0}","[3.37, 3.11, 2.95, 8.81, 3.36]",0x351,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
2327,99.63,B,OH,13-Jan-18,20:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":12,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":14,""open_cc"":13,""mort"":1}","[5.99, 5.85, 5.89, 6.56, 2.41]",0b1000101011,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
64066,588.45,B,TX,08-Apr-18,10:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":39,""open_cc"":14,""mort"":1}","[2.22, 6.25, 1.13, 3.64, 4.51]",0b1101001101,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
34630,43.07,A,NY,01-Jan-18,49:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":0}","[1.45, 0.77, 0.66, 7.63, 4.56]",0x93,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
22196,166.03,B,FL,25-Feb-18,10:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":8,""open_cc"":7,""mort"":2}","[7.39, 2.0, 9.63, 2.98, 0.63]",0b110010,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
148535,35.7,D,AZ,05-Jan-18,36:38.2,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":13,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":4,""mort"":0}","[8.41, 1.11, 9.23, 4.86, 8.14]",0x285,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
3804,913.75,A,CA,21-Mar-18,09:23.4,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":7,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":5,""mort"":5}","[0.71, 6.56, 1.06, 0.3, 5.09]",0b100100110,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
962,161.18,B,NY,27-Jan-18,18:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":5,""mort"":0}","[7.33, 2.33, 5.44, 1.11, 1.58]",0b1100110110,ë¶„ì„ ë³´ê³ ???ì„±??0,
5909,377.51,B,FL,12-Feb-18,53:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":14,""open_cc"":7,""mort"":4}","[2.84, 3.26, 9.12, 4.27, 0.2]",0x4c,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
116175,155.17,A,PA,21-Feb-18,28:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":8,""mort"":3}","[4.79, 0.9, 6.28, 4.55, 2.81]",0x3c5,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
19284,320.49,D,WA,01-Mar-18,53:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":9,""open_cc"":7,""mort"":0}","[2.89, 3.5, 9.24, 8.45, 6.72]",0b1110110100,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
44344,193.32,E,TX,23-Mar-18,41:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":10,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":3,""mort"":3}","[2.43, 9.67, 1.55, 6.05, 5.23]",0x2d6,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
109907,984.54,C,VA,11-Mar-18,17:22.1,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":4,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":16,""open_cc"":7,""mort"":3}","[6.47, 6.41, 7.45, 5.35, 6.16]",0xfa,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
14657,468.86,A,SC,07-Mar-18,13:21.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":6,""mort"":0}","[4.69, 7.5, 1.33, 9.71, 6.66]",0x294,?•ê¸° ?ê? ?„ë£Œ,0
27930,962.91,B,OH,16-Feb-18,10:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":4,""mort"":0}","[5.74, 7.68, 5.95, 5.76, 4.76]",0b1110111000,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
32946,244.04,D,CA,02-Apr-18,21:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":7,""mort"":0}","[6.29, 0.61, 1.55, 1.93, 6.22]",0b110110,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
66384,176.98,E,VA,08-Feb-18,46:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":12,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":26,""open_cc"":13,""mort"":3}","[3.21, 8.17, 0.54, 2.94, 5.36]",0b10001000,?•ê¸° ?ê? ?„ë£Œ,0
68930,187.94,A,NJ,03-Mar-18,41:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":1}","[4.29, 1.36, 8.25, 7.07, 5.1]",0b1011110100,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
11612,620.75,A,KY,21-Jan-18,11:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":12,""satisfactory"":25,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":34,""open_cc"":25,""mort"":0}","[8.01, 9.36, 4.98, 7.72, 2.25]",0x285,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
19481,480.01,B,CT,25-Mar-18,29:43.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":16,""open_cc"":10,""mort"":0}","[3.37, 7.74, 4.89, 5.76, 1.19]",0b1100101,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
47823,389.36,D,FL,09-Jan-18,22:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":16,""open_cc"":9,""mort"":5}","[1.66, 2.22, 7.59, 5.53, 3.91]",0xfd,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
95608,257.4,B,GA,14-Apr-18,46:38.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":4,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":17,""open_cc"":13,""mort"":1}","[8.59, 8.12, 9.09, 3.59, 4.19]",0b101100111,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
150723,1045.32,C,TN,13-Feb-18,41:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":22,""open_cc"":6,""mort"":4}","[7.37, 5.87, 5.73, 4.76, 2.93]",0b100100101,ë¶„ì„ ë³´ê³ ???ì„±??0,
