total_credit_utilized,installment,state,non_decimal_feature,sentence_feature,accounts_current_delinq,accounts_current_installment,accounts_opened_24m,accounts_satisfactory,accounts_120d_past_due,accounts_30d_past_due,accounts_active_debit,accounts_total_cc,accounts_open_cc,accounts_mort,grade_C,grade_D,grade_A,grade_B,grade_Missing,grade_F,grade_E,grade_G,issue_date_year,issue_date_month,issue_date_day,application_time_time_seconds,vector_feature_pca_0,vector_feature_pca_1,vector_feature_pca_2,y,split
95190,545,6,0b101011000,분석 보고서 생성됨,0,4,5,15,0.0,0,6,17,10,2,0,1,0,0,0,0,0,0,2018,4,8,63481.9,0.43631778495587836,-0.44976747889390634,2.0802885096283434,0,full
80070,741,39,0x29b,시스템 업데이트 필요,0,5,7,9,0.0,0,1,7,3,2,0,1,0,0,0,0,0,0,2018,2,2,57481.9,-6.146739048726511,-1.040706534719182,-0.45991259123352,0,full
7880,91,36,0x187,모터 온도 상승 경고,0,0,5,7,0.0,0,2,12,7,8,0,0,1,0,0,0,0,0,2018,3,9,55993.3,-0.40544380848625794,-3.3522159682473136,-3.202426353724123,0,full
82040,644,43,0x391,모터 온도 상승 경고,0,7,2,19,0.0,0,5,16,12,0,0,0,0,1,0,0,0,0,2018,3,5,57793.3,4.095541993955421,-0.04934363235449357,2.2288236481715975,0,full
17990,399,42,0b111011010,초기화 작업 진행 중,0,0,3,9,0.0,0,3,18,8,2,0,0,1,0,0,0,0,0,2018,2,11,56242.1,1.9674469359191376,-5.35781590867267,0.7671655349987354,0,full
32780,644,37,0b110010101,센서 값 정상 범위,0,1,8,10,0.0,0,5,11,9,0,0,0,0,1,0,0,0,0,2018,4,8,63355.2,3.7316473174191263,3.1756452457348017,4.354024522113373,0,full
44760,656,22,0b100000001,알 수 없는 오류 발생,0,2,9,13,0.0,0,2,15,10,1,1,0,0,0,0,0,0,0,2018,2,27,53281.9,1.3355515564659681,-3.4977200839144778,4.525440858195892,0,full
50410,659,37,0x28c,알 수 없는 오류 발생,0,6,1,12,0.0,0,2,7,6,0,1,0,0,0,0,0,0,0,2018,2,2,41755.2,6.092113745171626,-1.229540419301153,-2.634424711621496,0,full
100,652,36,0x135,초기화 작업 진행 중,0,0,0,1,0.0,0,1,4,1,0,1,0,0,0,0,0,0,0,2018,2,2,48481.9,-2.9442205127192227,1.815992319276071,2.5119206181334226,0,full
248450,849,24,0b1111000110,시스템 업데이트 필요,0,4,2,7,0.0,0,2,7,3,0,1,0,0,0,0,0,0,0,2018,3,31,42398.2,-3.7841609706627226,2.641402555435289,3.8441135702412454,0,full
5080,124,36,0b1010111000,사용자 로그인 기록,0,0,1,7,0.0,0,3,8,6,1,0,0,0,1,0,0,0,0,2018,4,22,51583.3,1.3074873872224684,-3.1264597701036765,-1.1860723148033667,0,full
16000,584,40,0b11100000,사용자 로그인 기록,0,0,4,14,0.0,0,4,17,12,3,0,0,1,0,0,0,0,0,2018,2,1,40227.5,-4.2171818766385805,0.3564241106867696,2.9624445769508148,0,full
9000,296,34,0b10000011,배터리 잔량 부족,0,0,14,24,0.0,0,2,43,24,1,0,0,0,1,0,0,0,0,2018,1,3,53242.1,1.8951897761886887,2.0334061067466545,5.372870808045643,0,full
5900,201,24,0b110111100,사용자 로그인 기록,0,1,2,2,0.0,0,0,2,0,1,1,0,0,0,0,0,0,0,2018,3,5,52393.3,0.9922452794148233,-2.4991079314433,5.257182508167715,0,full
57780,378,39,0b11111000,센서 값 정상 범위,0,1,6,13,0.0,0,5,17,12,2,0,1,0,0,0,0,0,0,2018,4,2,37227.5,-2.994426793097448,-3.342104290940865,1.659019239642629,0,full
29360,313,36,0b1110010010,초기화 작업 진행 중,0,1,6,8,0.0,0,4,8,7,0,0,0,1,0,0,0,0,0,2018,1,1,40681.9,0.9180796744125486,2.4968261739317503,1.1151425654871607,0,full
34120,148,37,0x1c4,분석 보고서 생성됨,0,2,6,10,0.0,0,2,10,8,0,0,1,0,0,0,0,0,0,2018,1,15,38383.3,2.794054299004566,3.8582995689072836,-3.2003381300720477,0,full
117410,759,36,0x228,정기 점검 완료,0,8,6,21,0.0,0,8,15,12,1,0,0,0,0,0,0,1,0,2018,3,5,56198.2,3.2996142404410254,-1.1528958767120034,-2.3192432014622435,0,full
71140,369,11,0x3da,모터 온도 상승 경고,0,4,2,13,0.0,0,3,12,8,3,0,0,1,0,0,0,0,0,2018,2,8,58962.6,-1.0511699684969322,2.6816464113288143,-1.3643728477042343,0,full
15720,513,43,0b1101110,센서 값 정상 범위,0,2,6,7,0.0,0,4,5,5,0,1,0,0,0,0,0,0,0,2018,1,21,53152.8,-3.9637907378507347,-1.5457948226939378,-2.5754709264916977,0,full
49270,480,23,0x25,네트워크 연결 불안정,0,3,6,24,0.0,0,10,27,18,2,0,0,0,1,0,0,0,0,2018,1,21,36352.8,1.450744119040598,-4.313948406674,3.145485890938173,0,full
39190,351,43,0b1000100101,시스템 업데이트 필요,0,2,5,15,0.0,0,3,15,12,1,1,0,0,0,0,0,0,0,2018,1,17,58362.6,-0.8114606193288072,1.8198305023901886,-1.1514389693688543,0,full
9950,373,34,0x32b,네트워크 연결 불안정,0,2,7,11,0.0,0,4,10,9,0,1,0,0,0,0,0,0,0,2018,1,23,57627.5,-5.592137903417756,-4.885444524685358,2.2702397557805467,0,full
10730,58,28,0x35,분석 보고서 생성됨,0,3,7,12,0.0,0,2,21,9,0,0,0,0,1,0,0,0,0,2018,4,6,36952.8,0.8294072794020639,-4.491564337769282,2.6603558182681004,0,full
33430,36,12,0b1100001001,초기화 작업 진행 중,0,5,5,7,0.0,0,0,5,1,1,0,1,0,0,0,0,0,0,2018,2,22,38588.5,-1.5202663662623386,-4.850928988589101,-3.0838512516519696,0,full
47920,686,40,0x3dc,배터리 잔량 부족,0,1,2,28,0.0,0,7,35,26,2,0,0,0,1,0,0,0,0,2018,2,22,36248.2,2.677387960771579,0.9448557056628362,0.7477533734576882,0,full
40710,268,37,0x34e,알 수 없는 오류 발생,0,3,7,9,0.0,0,2,6,4,3,1,0,0,0,0,0,0,0,2018,2,8,55598.2,1.2690725746357243,-0.7131711427555762,-4.79565455559812,0,full
39490,350,43,0b1100100111,시스템 업데이트 필요,0,3,1,11,0.0,0,5,11,7,2,1,0,0,0,0,0,0,0,2018,3,29,47198.2,2.7113409340432364,-3.0258533191690793,2.7715002112616167,0,full
12940,265,22,0b111100100,분석 보고서 생성됨,0,2,1,7,0.0,0,3,10,5,0,0,0,0,1,0,0,0,0,2018,2,6,38881.9,0.8272403484657094,2.0373510036023825,1.8025664162608015,0,full
72090,902,37,0b1100010110,알 수 없는 오류 발생,0,2,2,17,0.0,0,3,20,12,2,1,0,0,0,0,0,0,0,2018,2,8,57481.9,-3.424439504090559,2.745035143676726,-0.47606420961926066,0,full
159130,789,21,0x308,사용자 로그인 기록,0,4,6,25,0.0,0,12,36,19,5,1,0,0,0,0,0,0,0,2018,2,23,50562.6,-4.277714233577657,2.4911781477603947,-3.604605631009222,0,full
32160,272,42,0b1101011001,분석 보고서 생성됨,0,2,2,6,0.0,0,4,4,4,0,0,0,0,1,0,0,0,0,2018,3,9,38281.9,2.909411589976175,-2.012121753621823,1.1293996506459711,0,full
19640,155,37,0x2c9,모터 온도 상승 경고,0,1,6,11,0.0,0,4,9,9,5,0,0,1,0,0,0,0,0,2018,3,9,62842.1,-2.6998648487346064,6.472085420741338,-0.03607761665362741,0,full
3410,38,44,0b1011001,데이터 처리 성공,0,1,1,4,0.0,0,1,7,2,1,0,0,0,1,0,0,0,0,2018,1,3,40827.5,-0.5660850807213489,-3.4627691972691146,1.9425742546634668,0,full
7930,406,24,0b1101000110,알 수 없는 오류 발생,0,0,3,8,0.0,0,4,7,7,1,1,0,0,0,0,0,0,0,2018,1,17,47242.1,-5.345388413044265,1.7282039113676353,-0.8010242215369061,0,full
27310,411,16,0b1001001011,데이터 처리 성공,0,2,6,8,0.0,0,1,17,5,6,0,0,0,1,0,0,0,0,2018,3,19,55081.9,2.9915809180224473,2.8319582459803927,-2.2441521019075514,0,full
50350,355,43,0b1001000101,정기 점검 완료,0,2,7,10,0.0,0,5,17,8,1,0,0,0,1,0,0,0,0,2018,3,9,54952.8,-2.910246970999262,-0.3202842905160672,-1.7588571512358984,0,full
30220,371,24,0b1010001100,알 수 없는 오류 발생,0,2,7,9,0.0,0,1,10,6,1,0,1,0,0,0,0,0,0,2018,3,3,52081.9,-0.50399005222534,-5.745377433931235,3.33058545206874,0,full
94650,742,0,0b100110100,사용자 로그인 기록,0,2,13,7,0.0,0,2,26,5,1,0,0,0,1,0,0,0,0,2018,2,10,48442.1,-0.07850039917040297,3.253894625746553,3.6803241238282434,0,full
46320,595,37,0x14d,네트워크 연결 불안정,0,1,5,12,0.0,0,5,20,11,0,0,0,1,0,0,0,0,0,2018,2,7,37081.9,4.817395558283896,-0.8606253481215465,-1.3685073890376103,0,full
43350,595,36,0b100011110,초기화 작업 진행 중,0,1,7,9,0.0,0,5,11,7,8,1,0,0,0,0,0,0,0,2018,4,6,46918.2,6.696295361159534,-2.493293767643017,2.008865742190461,0,full
29250,411,42,0x2d1,네트워크 연결 불안정,0,3,7,18,0.0,0,3,19,13,3,0,0,1,0,0,0,0,0,2018,3,7,48583.3,1.7580023900760056,1.998527682242675,3.836821096796519,0,full
62550,702,5,0b11100100,네트워크 연결 불안정,0,4,7,11,0.0,0,1,20,6,5,0,0,0,0,0,0,1,0,2018,2,2,53593.3,1.1019005205226478,-0.31952973851430055,0.8784759627447452,0,full
25660,313,36,0b1111100101,분석 보고서 생성됨,0,3,1,10,0.0,0,4,11,7,2,0,0,0,1,0,0,0,0,2018,3,31,60162.6,-2.450425430709833,6.178294226931697,4.091571503993392,0,full
14170,304,27,0b1111101,초기화 작업 진행 중,0,1,1,8,0.0,0,0,17,6,4,0,0,1,0,0,0,0,0,2018,1,15,52448.2,-4.920762108100839,-2.9859648122839415,3.2324080430290705,0,full
64020,796,24,0b100011010,모터 온도 상승 경고,0,3,3,5,0.0,0,2,3,2,0,0,0,0,1,0,0,0,0,2018,3,31,59427.5,-1.779697689456538,-0.10493031116532858,-1.3695395874302108,0,full
20240,499,40,0x188,시스템 업데이트 필요,0,2,4,10,0.0,0,2,11,7,6,1,0,0,0,0,0,0,0,2018,1,17,52962.6,-3.280984318935388,-2.2917708850123697,2.1598345991909857,0,full
58400,932,43,0x45,모터 온도 상승 경고,0,1,4,13,0.0,0,3,13,11,3,1,0,0,0,0,0,0,0,2018,4,12,58681.9,-4.5597861727592575,0.9207737729543739,-5.7520550541041215,0,full
2550,217,36,0b1101001011,데이터 처리 성공,0,0,3,6,0.0,0,1,8,5,2,0,0,1,0,0,0,0,0,2018,3,9,36193.3,4.204840294152607,2.357252574041669,0.1702697882317672,0,full
32440,324,38,0b1000000011,초기화 작업 진행 중,0,2,7,10,0.0,0,5,11,8,0,0,0,0,1,0,0,0,0,2018,3,13,54952.8,-0.7172807964686267,2.5829244567515586,-1.7199135223859638,0,full
13270,427,12,0x1a7,배터리 잔량 부족,0,2,3,7,0.0,0,4,5,5,0,0,1,0,0,0,0,0,0,2018,3,27,59242.1,-2.83198708361287,3.364797111027703,2.617020279940678,0,full
43650,384,14,0b1001110011,모터 온도 상승 경고,0,2,2,11,0.0,0,2,10,8,4,0,0,0,1,0,0,0,0,2018,3,17,56242.1,3.733168220715646,0.7585476733741308,-2.1222731056454816,0,full
8270,234,37,0b1101110100,센서 값 정상 범위,0,0,6,9,0.0,0,6,10,9,2,1,0,0,0,0,0,0,0,2018,1,11,55918.2,3.081117524545774,-1.0702534261293595,-1.9068769474210416,0,full
76380,210,46,0x20f,데이터 처리 성공,0,13,1,20,0.0,0,3,9,7,0,0,0,1,0,0,0,0,0,2018,4,6,40401.5,-0.10598070952330474,-1.78697785004886,1.2791075561555507,0,full
123760,553,42,0b1011011000,시스템 업데이트 필요,0,3,3,9,0.0,0,2,9,5,3,1,0,0,0,0,0,0,0,2018,1,7,52448.2,-2.5048837599572105,-4.188444824742521,1.4421190397227326,0,full
35770,559,36,0b1100101110,시스템 업데이트 필요,0,1,1,7,0.0,0,4,5,5,1,1,0,0,0,0,0,0,0,2018,2,15,59593.3,-2.428524276415021,2.9697087102968807,-0.9520812618852679,0,full
28240,615,5,0b1011101010,시스템 업데이트 필요,0,1,3,10,0.0,0,1,11,8,2,0,0,0,1,0,0,0,0,2018,1,31,55183.3,0.6742301608588157,-5.148328369620933,4.190871436677154,0,full
39340,1197,20,0xb1,네트워크 연결 불안정,0,0,2,8,0.0,0,2,8,5,7,1,0,0,0,0,0,0,0,2018,2,8,42998.2,5.491590577354507,0.7983640494515383,-3.065495846627438,0,full
84020,981,5,0b110000101,초기화 작업 진행 중,0,0,5,15,0.0,0,14,27,14,4,1,0,0,0,0,0,0,0,2018,3,17,56588.5,-3.957909840134582,0.5368785040547221,-1.9711996390064188,0,full
41770,109,36,0b1001011001,네트워크 연결 불안정,0,7,5,14,0.0,0,3,12,6,0,0,0,1,0,0,0,0,0,2018,3,3,49448.2,5.526740764197824,-1.4262315240579158,1.353162741814418,0,full
28360,586,36,0b1010011100,센서 값 정상 범위,0,5,10,14,0.0,0,4,12,8,1,0,1,0,0,0,0,0,0,2018,2,23,41593.3,-1.2616541515612139,-5.067633040717823,-3.0632895273619027,0,full
41550,146,34,0x332,사용자 로그인 기록,0,3,4,14,0.0,0,5,29,11,0,0,0,1,0,0,0,0,0,2018,3,15,56048.2,1.5307855985345586,-2.8052102677260446,-2.4970139718006354,0,full
5900,125,32,0x393,사용자 로그인 기록,0,0,8,8,0.0,0,4,10,8,0,0,0,1,0,0,0,0,0,2018,3,7,56983.3,2.296561593172928,-0.44391118095348325,-3.027572945555165,0,full
19790,235,36,0x35f,네트워크 연결 불안정,0,2,3,6,0.0,0,2,8,4,0,0,0,1,0,0,0,0,0,2018,3,25,48352.8,3.565381921883432,1.1518655478604591,4.034735462919943,0,full
39930,491,45,0b1110111011,정기 점검 완료,0,3,2,10,0.0,0,4,15,6,2,0,1,0,0,0,0,0,0,2018,2,7,56383.3,2.2965233904015516,0.37857100840690894,-1.4929648676108958,0,full
111630,268,35,0b1101111011,네트워크 연결 불안정,0,3,4,20,0.0,0,13,33,16,2,1,0,0,0,0,0,0,0,2018,3,9,50427.5,-3.8626533668973893,4.270584037516204,-0.8887549231994702,0,full
20160,422,31,0x3dc,센서 값 정상 범위,0,3,5,12,0.0,0,1,26,8,2,1,0,0,0,0,0,0,0,2018,3,15,57162.6,5.984269077266323,-0.7472542476157802,0.4817561160005308,0,full
36050,367,31,0x17c,분석 보고서 생성됨,0,3,1,8,0.0,0,2,6,4,1,0,0,0,0,0,0,1,0,2018,2,7,51481.9,3.6172651541073355,2.652579368068893,-1.9449229888616966,0,full
98870,301,37,0x25b,배터리 잔량 부족,0,3,5,11,0.0,0,4,13,8,0,0,0,1,0,0,0,0,0,2018,2,4,54762.6,5.142363381171646,7.484024508817748,-0.2566972978436457,0,full
64800,620,20,0x84,센서 값 정상 범위,0,2,5,11,0.0,0,1,17,7,3,0,0,1,0,0,0,0,0,2018,3,1,55183.3,-3.26265697473862,-2.1404037669888405,0.6224204482964639,0,full
39650,392,32,0x1a7,사용자 로그인 기록,0,2,6,11,0.0,0,5,14,9,0,0,0,0,1,0,0,0,0,2018,3,9,59383.3,-0.9414840632763215,2.862981121910443,-0.3817281736473177,0,full
46070,400,34,0b1101000010,네트워크 연결 불안정,0,2,6,23,0.0,0,11,24,19,1,0,0,0,1,0,0,0,0,2018,3,1,39398.2,1.6829025248496032,-1.0041584117885014,2.601360383746381,0,full
22660,466,42,0b1111000000,네트워크 연결 불안정,0,1,2,5,0.0,0,1,7,4,0,0,0,0,1,0,0,0,0,2018,1,11,53842.1,-1.5221969459883882,1.1393542919358408,0.9859187177232114,0,full
155870,589,6,0b1101000100,분석 보고서 생성됨,0,3,7,12,0.0,0,5,9,9,0,0,1,0,0,0,0,0,0,2018,3,13,57793.3,-3.197202570472858,-0.2971326205571412,-6.093253764196351,0,full
61900,1197,36,0b1101100,시스템 업데이트 필요,0,1,2,10,0.0,0,4,19,9,0,1,0,0,0,0,0,0,0,2018,4,20,53048.2,-4.277037852847217,2.582982638511953,2.4873195115291606,0,full
65200,595,22,0xc1,센서 값 정상 범위,0,2,0,8,0.0,0,4,10,6,0,1,0,0,0,0,0,0,0,2018,4,10,61042.1,0.08122251276832104,1.0932716706694263,4.097143375516148,0,full
16220,391,36,0b1010101001,데이터 처리 성공,0,1,0,13,0.0,0,5,14,12,0,0,0,1,0,0,0,0,0,2018,2,22,56881.9,-0.21538821512537476,-2.4035994256251403,3.277809574004178,0,full
38710,364,38,0x1f2,네트워크 연결 불안정,0,1,4,6,0.0,0,4,10,5,0,1,0,0,0,0,0,0,0,2018,3,1,52988.5,-4.382343615651903,3.1281253493315235,1.1109471856022965,0,full
8600,36,34,0x83,초기화 작업 진행 중,0,0,3,12,0.0,0,3,14,12,0,0,1,0,0,0,0,0,0,2018,3,21,53198.2,6.220951590285121,-0.8518335752943207,-2.8400371521953414,0,full
128850,980,32,0b1001100111,정기 점검 완료,0,4,6,15,0.0,0,7,24,10,4,0,0,0,1,0,0,0,0,2018,2,15,50798.2,-1.472567282205513,-1.444066934237096,1.053587565340286,0,full
57300,524,28,0x210,분석 보고서 생성됨,0,3,4,9,0.0,0,3,14,5,5,0,0,0,1,0,0,0,0,2018,3,25,55783.3,1.6000356577195252,-2.2058707493245917,4.050479137314645,0,full
48700,169,28,0b100011110,네트워크 연결 불안정,0,4,0,11,0.0,0,4,9,7,0,1,0,0,0,0,0,0,0,2018,2,22,60188.5,-5.547605703153179,4.537421707746419,0.34967637836598353,0,full
64610,93,4,0xe1,네트워크 연결 불안정,0,4,5,25,0.0,0,9,34,19,4,0,0,1,0,0,0,0,0,2018,1,31,57718.2,-4.8245362554446825,2.537239284079413,2.4627552087738875,0,full
31390,346,31,0b10101,센서 값 정상 범위,0,9,3,15,0.0,0,2,7,6,0,1,0,0,0,0,0,0,0,2018,3,25,56562.6,-1.5559993151877816,1.4794184775965045,3.6556455307458444,0,full
26570,835,28,0b1001010001,모터 온도 상승 경고,0,1,10,26,0.0,0,3,27,24,0,0,0,0,0,0,0,1,0,2018,3,29,57481.9,0.36331594310774484,3.079974332585585,-2.9003416591753552,0,full
59160,314,20,0b110010000,센서 값 정상 범위,0,3,5,10,0.0,0,1,12,6,2,0,1,0,0,0,0,0,0,2018,3,15,54563.4,0.9584246334952358,-2.5213734859398853,1.1925474805338263,0,full
67630,497,36,0b100011,배터리 잔량 부족,0,3,6,14,0.0,0,2,19,12,2,0,0,0,0,0,0,1,0,2018,2,6,38518.2,4.174376811978984,-2.6570847760789995,-3.587293231139771,0,full
26240,504,23,0x15c,분석 보고서 생성됨,0,2,10,13,0.0,0,4,13,9,1,0,0,0,0,0,1,0,0,2018,3,1,48998.2,2.308131353435982,3.8935878457201847,3.405864176407312,0,full
30400,381,5,0x147,분석 보고서 생성됨,0,2,7,8,0.0,0,3,7,5,0,0,1,0,0,0,0,0,0,2018,2,2,38881.9,2.8212233200277517,3.121447308139703,-3.7914209590427146,0,full
19040,164,36,0b11011010,분석 보고서 생성됨,0,1,6,9,0.0,0,4,7,7,0,1,0,0,0,0,0,0,0,2018,3,7,55783.3,-4.815543214312426,-2.2601058838090484,2.1653805978327574,0,full
48640,1070,37,0x174,네트워크 연결 불안정,0,2,2,7,0.0,0,1,5,5,0,0,1,0,0,0,0,0,0,2018,2,1,62593.3,2.1306094380558402,2.1227061113011674,-4.414216533174503,0,full
7070,785,36,0x1ca,사용자 로그인 기록,0,2,0,4,0.0,0,1,4,2,0,0,1,0,0,0,0,0,0,2018,4,10,61918.2,-0.5084726584873906,-3.512529383934469,-5.159049024008199,0,full
227840,800,25,0b111001011,사용자 로그인 기록,0,11,6,16,0.0,0,1,7,4,2,0,0,0,1,0,0,0,0,2018,2,5,64081.9,4.2107074842219125,0.4449750630672442,-2.7424418921953135,0,full
44010,346,28,0b1010011010,네트워크 연결 불안정,0,10,5,16,0.0,0,2,8,6,0,0,0,0,1,0,0,0,0,2018,3,21,59842.1,-6.068773862702207,1.5264033963029542,-1.1386687968236942,0,full
48690,275,34,0x23b,알 수 없는 오류 발생,0,1,8,10,0.0,0,6,14,8,3,0,1,0,0,0,0,0,0,2018,3,3,48027.5,3.1509655399074097,0.48376793344248536,1.8289814327549339,0,full
63860,192,23,0x28f,알 수 없는 오류 발생,0,3,3,9,0.0,0,2,14,4,6,0,0,0,1,0,0,0,0,2018,2,14,49448.2,-1.0895627215062933,-1.0275792241945751,-2.124157589386652,0,full
14540,572,46,0b1011010000,배터리 잔량 부족,0,0,0,9,0.0,0,4,13,9,0,1,0,0,0,0,0,0,0,2018,1,5,56198.2,1.1126828135402373,-2.0590292101370595,2.2728660678139425,0,full
51410,867,32,0x32e,정기 점검 완료,0,6,2,17,0.0,0,6,15,10,1,1,0,0,0,0,0,0,0,2018,1,23,51481.9,-5.373272357974397,0.5679359504821662,2.24348591076721,0,full
14180,217,36,0b111000,초기화 작업 진행 중,0,3,2,6,0.0,0,0,6,2,3,0,0,1,0,0,0,0,0,2018,3,9,59281.9,2.183544206553222,-1.4780120762197786,-0.3399211662931414,0,full
42510,631,40,0b1111100011,정기 점검 완료,0,2,8,13,0.0,0,3,44,13,1,0,0,0,0,0,0,1,0,2018,3,17,53842.1,-1.0333070843253682,-2.9730194031222865,-1.1692984200636696,0,full
35150,1172,29,0x231,모터 온도 상승 경고,0,0,2,7,0.0,0,4,12,7,4,1,0,0,0,0,0,0,0,2018,3,25,37183.3,-2.8097952760651848,0.8156952323181068,-2.043192862275264,0,full
7880,322,13,0b111001110,분석 보고서 생성됨,0,0,0,3,0.0,0,3,4,3,0,0,0,0,1,0,0,0,0,2018,4,2,55183.3,1.8576415793977397,-2.3961431571890914,3.1438670917639273,0,full
86150,833,21,0x144,데이터 처리 성공,0,2,2,16,0.0,0,7,18,13,3,1,0,0,0,0,0,0,0,2018,2,5,61042.1,-3.84600721047771,-1.512792300939676,0.26129563627123975,0,full
110530,160,37,0x3bc,모터 온도 상승 경고,0,4,3,9,0.0,0,2,6,4,1,0,0,0,1,0,0,0,0,2018,4,18,57442.1,1.4546871481079222,-1.6006797761343172,-0.6910549584014456,0,full
75510,1125,24,0b1101011100,분석 보고서 생성됨,0,3,5,14,0.0,0,3,12,11,0,1,0,0,0,0,0,0,0,2018,2,4,40081.9,3.8417845520261196,-3.9621700195792164,1.7962248231354652,0,full
169120,798,43,0x3e7,알 수 없는 오류 발생,0,3,4,8,0.0,0,0,17,4,4,0,0,1,0,0,0,0,0,2018,4,2,38842.1,-5.632769100888487,-2.2805880460029337,1.9233267775637612,0,full
20,96,37,0b1100110010,모터 온도 상승 경고,0,0,2,3,0.0,0,1,3,2,3,0,0,0,1,0,0,0,0,2018,3,1,52227.5,-0.2775108008704956,1.5537840230090607,2.0358906965135555,0,full
22390,340,43,0b1011111111,배터리 잔량 부족,0,1,3,8,0.0,0,3,10,5,1,0,0,0,1,0,0,0,0,2018,4,8,57442.1,3.089383238173947,-0.222450283173659,-3.664546155040897,0,full
43880,274,36,0b1001100110,초기화 작업 진행 중,0,2,4,11,0.0,0,5,11,8,0,0,0,0,0,0,0,1,0,2018,4,12,54248.2,3.4643708856791324,4.0569633232481115,-0.2039400049334379,0,full
61870,779,19,0b1100100110,배터리 잔량 부족,0,3,2,5,0.0,0,1,3,2,0,0,0,0,1,0,0,0,0,2018,3,15,42848.2,5.24844155277411,1.0575383393212734,-2.3963987560530606,0,full
70630,342,46,0x1be,분석 보고서 생성됨,0,4,0,16,0.0,0,6,16,12,0,0,1,0,0,0,0,0,0,2018,2,15,56983.3,-3.81462923237202,-1.736053936986452,-5.828291158840396,0,full
16730,609,46,0b11001011,정기 점검 완료,0,1,3,13,0.0,0,3,24,12,0,0,0,1,0,0,0,0,0,2018,3,11,36718.2,-2.845565752930296,-0.3753731080491365,-4.422489360282113,0,full
12070,576,37,0b1001100101,사용자 로그인 기록,0,0,9,12,0.0,0,4,17,11,2,0,0,0,1,0,0,0,0,2018,3,15,54027.5,-2.4339676119601923,-3.962861268692161,1.6932536453183031,0,full
35300,414,43,0b1001000111,시스템 업데이트 필요,0,1,4,17,0.0,0,5,25,15,1,1,0,0,0,0,0,0,0,2018,3,7,54481.9,-1.7176465142312094,3.642253369762993,-5.103400369253942,0,full
5440,889,36,0x2ed,배터리 잔량 부족,0,1,5,8,0.0,0,1,19,7,0,0,0,0,1,0,0,0,0,2018,3,5,59755.2,-4.7863050413461465,-4.919462968966375,0.8984102434284322,1,full
15970,581,32,0b1111011100,데이터 처리 성공,0,1,0,7,0.0,0,4,9,6,1,0,0,0,1,0,0,0,0,2018,3,7,55081.9,5.301260124691878,2.4543822296008306,-0.16342332885647615,0,full
9200,1054,36,0x60,네트워크 연결 불안정,0,0,0,6,0.0,0,1,10,5,0,0,0,1,0,0,0,0,0,2018,1,7,50562.6,3.329756803421059,3.439450129377877,3.2952670979889183,0,full
68180,789,21,0x26a,데이터 처리 성공,0,4,9,21,0.0,0,9,19,16,3,1,0,0,0,0,0,0,0,2018,2,12,61183.3,-1.258517025788651,2.5944598926882287,4.794033340245883,0,full
7650,571,29,0b1000100111,초기화 작업 진행 중,0,1,4,7,0.0,0,2,9,5,2,1,0,0,0,0,0,0,0,2018,2,22,39952.8,-2.251795155941836,-6.088509344429646,-0.7894344778813389,0,full
110140,379,26,0b1111001010,사용자 로그인 기록,0,2,6,8,0.0,0,1,16,4,4,0,0,1,0,0,0,0,0,2018,2,18,64393.3,-4.801548890854223,1.6272424033980277,2.9547997027617834,0,full
25510,476,36,0b11111010,사용자 로그인 기록,0,2,3,10,0.0,0,5,13,8,0,1,0,0,0,0,0,0,0,2018,3,3,59518.2,-0.8085825594572698,4.101417865317395,-1.4300015131478423,0,full
5420,132,46,0x383,센서 값 정상 범위,0,0,7,7,0.0,0,2,7,7,0,0,1,0,0,0,0,0,0,2018,3,23,62427.5,1.4523954182654393,4.334270693184849,-1.1591273028317204,0,full
36170,184,37,0x2cb,시스템 업데이트 필요,0,1,7,21,0.0,0,5,24,19,1,0,0,1,0,0,0,0,0,2018,2,25,58401.5,4.440838163230512,-1.1773348052345334,2.969678611541588,0,full
73080,271,36,0x3b5,사용자 로그인 기록,0,11,7,25,0.0,0,4,19,14,0,0,0,1,0,0,0,0,0,2018,3,27,63998.2,-0.1271606183839773,-6.517510698787384,3.6186084428631657,0,full
73250,721,46,0xf8,센서 값 정상 범위,0,2,2,8,0.0,0,3,7,6,1,1,0,0,0,0,0,0,0,2018,3,1,51248.2,-5.234346423797757,-4.8849516797427555,-3.094945935233998,0,full
55330,204,37,0xca,알 수 없는 오류 발생,0,2,6,9,0.0,0,4,7,6,1,0,0,0,1,0,0,0,0,2018,1,1,50648.2,0.5812766480786644,2.8287655785779693,-1.653706065244653,0,full
11440,819,46,0b1011101001,정기 점검 완료,0,0,3,4,0.0,0,4,4,4,0,0,1,0,0,0,0,0,0,2018,2,27,36248.2,-2.0191904168364765,3.373968827592374,1.2393924467802764,1,full
29490,522,29,0b10111111,데이터 처리 성공,0,1,4,6,0.0,0,1,18,4,2,0,0,1,0,0,0,0,0,2018,1,19,60583.3,-2.895557191533201,3.392699447202431,1.2010001856712202,0,full
72260,271,37,0b1000100,시스템 업데이트 필요,0,6,6,15,0.0,0,1,12,9,1,1,0,0,0,0,0,0,0,2018,3,25,56281.9,0.017551948548312435,0.3273886891431683,0.8714027427229576,0,full
45070,386,37,0x394,네트워크 연결 불안정,0,2,5,20,0.0,0,6,21,18,0,0,0,0,1,0,0,0,0,2018,1,13,39998.2,2.022339771029759,-3.1976640147496083,3.234608559970627,0,full
